Priority,PMID,Title,Reason,R1_Decision,R1_Notes,R2_Decision,R2_Notes,Consensus
EXCLUDE,27572614,When and how should we manage thoracic aortic injuries in th,WP: No rib fracture focus,,,,,
EXCLUDE,27572897,Operative management versus non-operative management of rib ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,27602896,A novel method of using bioabsorbable materials for the surg,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,27607891,[Functional Outcome after Chest Wall Stabilisation].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,27733996,Analysis of Sternal Fixation Results According to Plate Type,WP: No rib fracture focus,,,,,
EXCLUDE,27793168,Physical function and pain after surgical or conservative ma,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,27811559,Rib fractures in trauma patients: does operative fixation im,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,27984449,Operative Treatment of Rib Fractures in Flail Chest Injuries,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28007867,Chest wall stabilization in ventilator-dependent traumatic f,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28030502,Operative fixation of rib fractures after blunt trauma: A pr,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28030506,Rib fracture fixation in the 65 years and older population: ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,2805926,[Anatomoclinical forms of fractures of the sternum. Role and,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28100942,Potential Benefits of Rib Fracture Fixation in Patients with,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,28126195,Traumatic Thoracoplasty: Conservative Treatment or Surgery?,WP: No rib fracture focus,,,,,
EXCLUDE,28144607,Clinical Utility of Chest Computed Tomography in Patients wi,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,28214457,"Operative Fixation of Rib Fractures Indications, Techniques,",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28291768,Case Report of Serratus Plane Catheter for Pain Management i,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28349756,Extruded talus treated with reimplantation and primary tibio,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,28363365,Chest Wall Trauma.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28376814,Treatment of traumatic sternal fractures with titanium plate,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28391778,Delayed right chylothorax after left blunt chest trauma: a c,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28446987,Blunt chest trauma: is there a place for rib stabilization?,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28538630,The evolution of care improves outcome in blunt thoracic aor,WP: No rib fracture focus,,,,,
EXCLUDE,28588328,Internal fixation of fractured ribs in neonatal foals with n,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28697083,Multiple Rib Nonunion: Open Reduction and Internal Fixation ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28700410,Quantifying and exploring the recent national increase in su,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28793672,A Novel Biodegradable Polycaprolactone Fixator for Osteosynt,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28795026,Rib Fractures: To Fix or Not to Fix? An Evidence-Based Algor,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,28805782,[Blunt chest trauma: possibilities to stabilize multiple and,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28822378,Asymptomatic Venous Bullet Emboli: Rationale for Nonoperativ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28850860,Cardiac injuries caused by trauma: Review and case reports.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28852836,Indications for surgical stabilization of rib fractures in p,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,28902086,Operative Stabilization of Flail Chest Injuries Reduces Mort,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29037517,Comparative studies of different types of osteosynthesis on ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29042090,The natural history of flail chest injuries.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29055760,Giant Coronary Artery Pseudoaneurysm Formed After Septal Art,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29088557,The Operative Management of Flail Chest Injuries with Concom,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29088559,Surgical Stabilization of Costoclavicular Injuries - A Combi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29095691,Biomechanical investigation of different surgical strategies,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29124273,Reduced invasive and muscle-sparing operative approaches to ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29153813,Surgical Stabilization of Rib Fractures in a 6-Year-Old Chil,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29180034,Surgical Stabilization of Rib Fractures: A Single Institutio,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29318889,[Our experience with chest wall stabilization].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29331435,Complications of chronic total occlusion percutaneous corona,WP: No rib fracture focus,,,,,
EXCLUDE,29336816,Traumatic thoracic rib cage hernias: Operative management an,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29353526,Using 3-Dimensional Modeling to Customize Titanium Plates fo,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29368085,Selective nonoperative management of liver gunshot injuries.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29402425,Surgical treatment of rib fracture nonunion: A single center,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29493501,[Surgical stabilization of multiple rib fractures can shorte,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29500508,[Single-port VATS-assisted internal fixation of serial rib f,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29525055,Geriatric (G60) trauma patients with severe rib fractures: I,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29563370,Successful Surgical Fixation Using Bio-Absorbable Plates for,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29626216,Minimized approaches to the posterolateral chest wall in the,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,29630876,Successful Surgical Stabilization of Rib Fractures Despite C,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29687275,Pneumomediastinum and pneumopericardium following blunt thor,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29688025,Cough-induced nonunion rib fractures and herniation: surgica,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29691596,"Reply to the letter to the editor ""Minimized approaches to t",NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,29723878,Biomechanical Comparison between Preloaded Position Screw an,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29738402,Is First Rib Fracture a Culprit or a Sign of Injury Severity,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,29774196,Common Carotid Artery Dissection in Multiple Extracranial In,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29785655,Early results after operatively versus non-operatively treat,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29787540,Rib fractures fixation: Always worthwhile?,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,29793897,Conservative management of severe coronary artery hematoma a,WP: No rib fracture focus,,,,,
EXCLUDE,29807546,Surgical plate fixation of multiple rib fractures: a case re,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29929691,Challenges in plate fixation of chest wall injuries.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29959488,Operative Stabilization of Chest Wall Trauma: Single-Center ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29963392,Novel extra-thoracic VATS minimally invasive technique for m,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29966568,Chest Wall Stabilization Leads to Shortened Chest Tube Stay ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,29981613,Bone Autograft Coupled with Locking Plates Repairs Symptomat,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30023436,Blunt rupture of the thoracic duct after severe thoracic tra,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30040261,"[Rib fixation for flail chest after resuscitation].
LID - D1",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30063592,Early Surgical Stabilization of Complex Chest Wall Injuries ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30073550,"[Epidemiology, injury entities and treatment practice for ch",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30081030,Simultaneous Surgical Treatment of Sternum and Costal Cartil,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30101174,"Completely thoracoscopic, intra-pleural reduction and fixati",NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,30117131,Extra-Thoracic Video-Assisted Thoracoscopic Surgery Rib Plat,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30132024,Evaluation of patients with surgically stabilized rib fractu,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30170393,Pelvic fractures in severely injured children: Results from ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30180219,Case Series Evaluating the Operative and Nonoperative Treatm,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30211790,Does the Coexistence of Multiple Segmental Rib Fractures in ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30257784,"[Innovated Judet Ribs Plates - Preclinical Study, First Clin",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30276722,Fixation of flail chest or multiple rib fractures: current e,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30277986,Outcome Analysis of Surgical Stabilization of Rib Fractures ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30286120,The beneficial application of preoperative 3D printing for s,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30338260,Epidural Analgesia With Surgical Stabilization of Flail Ches,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30341561,Rib fixation versus non-operative treatment for flail chest ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30418334,Surgical Stabilization Improves 30-day Mortality in Patients,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30442372,Impact of rib fixation on quality of life after major trauma,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30450203,The use of a portable ultrasound system in the surgical asse,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30461566,Re: Rib fractures fixation: Always worthwhile?,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,30479250,The Conservative Treatment of Traumatic Thoracolumbar Verteb,WP: No rib fracture focus,,,,,
EXCLUDE,30481739,Using electromagnetic navigation for intraoperative rib frac,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30482587,CT-lung volume estimates in trauma patients undergoing stabi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30482588,The expedited discharge of patients with multiple traumatic ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30503600,Conservative Management and 1-Year Follow-Up of a Huge Left ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30562257,Surgical Management of Multiple Rib Fractures Reduces the Ho,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30704218,[Midterm outcomes of surgical treatment of traumatic severe ,WP: No rib fracture focus,,,,,
EXCLUDE,30739088,Rib fracture fixation as a tool for extubation in a resource,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30772291,Shockwave: Useful But Potentially Dangerous.,WP: No rib fracture focus,,,,,
EXCLUDE,30813220,Acute rib fracture caused by preoperative positioning for di,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30815215,Facial Fractures as a Result of Falls in the Elderly: Concom,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30842014,Longterm Postoperative Hardware Complications after Open Rib,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30878761,The advantages of adding rib fixations during VATS for retai,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30906577,Surgical stabilization for multiple rib fractures: whom the ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30940753,Systematic review of systematic reviews for effectiveness of,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,30946326,Thoracic trauma: a descriptive review of 4168 consecutive ca,WP: No rib fracture focus,,,,,
EXCLUDE,30967454,Bilateral chylothorax associated with osteophytes in an elde,WP: No rib fracture focus,,,,,
EXCLUDE,30989244,Rib osteosynthesis is a safe and effective treatment and lea,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31008179,Damage control surgery for unstable thoracic wall injury.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31022284,Early versus late surgical stabilization of severe rib fract,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31036030,3D printing and thoracoscopy assisted MIPO in treatment of l,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31045734,Effect of surgical rib fixation for rib fracture on mortalit,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31047683,Clinical management of rib fractures and methods for prevent,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31049282,Cardiac injury due to the rapid progress of the dislocation ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31068507,Comparison of the Effectiveness of Surgical Versus Nonsurgic,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,31096506,Treatment of open chest rib fractures with the matrix rib in,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31100568,A Randomized Controlled Trial of Surgical Rib Fixation in Po,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31126359,State of Rib Fracture Care: A NTDB Review of Analgesic Manag,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31157389,The management of cardiac implantable electronic device lead,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31161874,Rib soft fixation produces better analgesic effects and is a,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31179112,Surgical management of multiple rib fractures/flail chest.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31205759,Geriatric chest wall injury: is it time for a new sense of u,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31205760,Three common exposures of the chest wall for rib fixation: a,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31205762,Barriers to conducting a multi-center randomized controlled ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31205763,Completely thoracoscopic surgical stabilization of rib fract,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31205764,Recent advances in rib fracture fixation.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31205765,The ideal methods for the management of rib fractures.,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,31205770,Treatment of symptomatic intercostal heterotopic ossificatio,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31220003,Functional Outcomes After Muscle-Sparing Fixation of Flail C,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31266918,[Surgery for Flail Chest with Titanium Plates after Cardiopu,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31384292,"Early fixation versus conservative therapy of multiple, simp",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31388539,Intercostal nerve cryoablation for control of traumatic rib ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31401250,Early Versus Late Tracheostomy in Trauma Patients With Rib F,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,31433138,[Penetrating neck injury caused by stabbing: a rare but comp,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31445650,A systematic review and meta-regression analysis of nonopera,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31462238,Diagnosis and management of a trapped lung or diaphragm by f,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31462458,Multicentre prospective cohort study of nonoperative versus ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31642609,Interatrial septum dissection and atrial wall hematoma follo,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31668607,Quantifying Pain Associated With Rib Fractures.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31678547,Natural History of Nonoperative Management of Grade II Blunt,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31689628,A case of severe flail chest with several dislocated sterno-,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31766862,Serial Cardiac Magnetic Resonance of an Evolving Subacute Pe,WP: No rib fracture focus,,,,,
EXCLUDE,31768585,The evaluation of pulmonary function after rib fixation for ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31770114,Surgical Stabilization of Rib Fractures in a Patient with Em,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31799296,Surgical treatment ofpatients with severe non-flail chest ri,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31822181,Blunt chest wall trauma: an overview.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31879383,[Early Sternum Fixation with a Locking Plate for Traumatic S,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31881196,Refractory Infection After Internal Fixation for Rib Fractur,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31885692,Current status and research progress of minimally invasive s,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31900381,Delayed Rupture of a Normal Appearing Spleen After Trauma: I,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31903437,Minimally invasive chest wall stabilization: a novel surgica,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,31908235,Synostosis of Ribs after Rib Fracture Fixation: A Unique Com,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,31917075,Alternative Regional Anesthesia for Surgical Management of M,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,31981338,Management of Laryngotracheal trauma: A review of current tr,WP: No rib fracture focus,,,,,
EXCLUDE,32005045,A Single-Center Experience of Osteosynthesis Material Infect,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32030212,Biomechanical comparison of monocortical and bicortical plat,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32050985,Facilitating ventilator weaning through rib fixation combine,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32123719,Case report: The use of three-dimensional biomodels for surg,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32161742,When will pulmonary function recover after rib fracture?,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,32215632,Association Between Adherence to Evidence-Based Practices fo,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32219487,Rib fracture displacement worsens over time.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32282759,Complications and outcome after rib fracture fixation: A sys,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32309363,Surgical fixation of rib fractures decreases intensive care ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32318653,Vertical Plate for Flail Chest Repair.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32342028,Rescue Re-Do Inline Osteosynthesis with Wire Cerclage for Fa,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32353437,Rib Plating Offers Favorable Outcomes in Patients With Chron,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32360874,Early Versus Late Rib Fixation in Patients With Traumatic Ri,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32370809,Combining the use of Nuss procedure and rib fixation for sev,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32391760,Blunt Cardiac Injury: A Single-Center 15-Year Experience.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32404137,Successful surgical treatment of Cronkhite-Canada Syndrome w,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,3254097,Chest injuries. A review of 195 patients.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32577052,Urgent Surgical Treatment of Blunt Chest Trauma Followed by ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32634836,Comparison of Surgical Stabilization Time in Patients with F,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32650981,Operative versus nonoperative treatment of multiple simple r,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32656983,Left anterior descending artery dissection: a rare sequela o,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32682070,Timing of repair of blunt thoracic aortic injuries in the th,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32749173,Assessing the analgesic efficacy of oral epigallocatechin-3-,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32841046,Late Operative Rib Fixation is Inferior to Nonoperative Mana,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32845736,The Treatment of Rib Fractures : A Single-Center Comparison.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32873313,A new transpedicular lag screw fixation for treatment of uns,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32890348,Quantifying the expense of deferring surgical stabilization ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32931977,Clinical efficacy of surgical versus conservative treatment ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,32944413,"Surgical Stabilization of Rib Fractures: Indications, Techni",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32958343,Plates versus struts versus an extracortical rib fixation in,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32962828,Validation of current procedural terminology codes for surgi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,32963408,Early fixation of the flail chest: case report.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33039219,Effectiveness and safety of small-bore tube thoracostomy (</,WP: No rib fracture focus,,,,,
EXCLUDE,33045492,A model for evaluating the biomechanics of rib fracture fixa,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33047560,[Clinical Application and Mechanical Analysis of the Treatme,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,33093293,Outcome after surgical stabilization of rib fractures versus,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33095279,An increasing trend in geriatric trauma patients undergoing ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33146583,Is surgical rib fixation in patients aged more than 65 years,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33178892,Plate of ribs: single institution's matched comparison of pa,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33209362,Does routine uniportal thoracoscopy during rib fixation iden,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33289872,[Osteosynthesis of the unstable thoracic wall].,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33338391,Transdiaphragmatic Chest Wall Herniation.,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33378045,Application of fracture body surface localization film combi,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33388786,Sternal fixation for isolated traumatic sternal fractures im,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33392330,Fracture of the scapular neck combined with rotator cuff tea,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33401122,Race and Insurance Status are Associated With Different Mana,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33433646,[Improvement in breathing mechanics by plate osteosynthesis ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33461776,Surgical stabilization of rib fractures is associated with i,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33468313,Far posterior rib plating: Preliminary results of a retrospe,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33522281,Concomitant Sternal Fractures: Harbinger of Worse Pulmonary ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,335257,[Migration of a Kirschner wire from the right hip to the lef,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33559982,Nationwide cost-effectiveness analysis of surgical stabiliza,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33574026,Current management of moderate to severe traumatic pneumotho,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33583412,Application of 3D printing and framework internal fixation t,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33586421,Clinical outcomes of critically ill multiple trauma patients,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33593526,Surgical stabilization of rib fractures combined with interc,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33604709,Early National Landscape of Surgical Stabilization of Sterna,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33607414,Isolated Thoracic Injury Patients With Rib Fractures Undergo,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,3361709,[Clinical experience in using alumina ceramic pins for rib f,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,33634248,A case of thoracic aortic injury caused by multiple rib frac,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,33653849,Operative treatment of multiple costochondral dislocations i,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33743671,Complications of clavicle fracture surgery in patients with ,NO MATCH: Doesn't meet PICO criteria,,,,,
EXCLUDE,33774448,Surgical stabilization of severe flail chest with Judet and ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33778146,"When less is more: A minimally invasive, intrathoracic appro",CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33795145,The Chest Wall Injury Society Recommendations for Reporting ,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33814108,Attention to detail: A dedicated rib fracture consultation s,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33838406,Early Outcomes of Surgical Stabilisation of Traumatic Rib Fr,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33852561,Readmission following surgical stabilization of rib fracture,CLEAR: Animal/cadaver/pediatric/case report,,,,,
EXCLUDE,33915874,Surgical Stabilisation of Traumatic Rib Fractures with Chron,CLEAR: Animal/cadaver/pediatric/case report,,,,,
